gene	orthogroup	orthologous_to	family	architecture
Caulen_g3998.t1	CAF1C.HG2.1:GRWD1	GRWD1	CAF1C	CAF1C_H4-bd WD40 WD40 WD40 WD40 WD40
Notgen_g16148.t1	SAM.HG1.6:WDSUB1	islike:WDSUB1	SAM	WD40 WD40 WD40 WD40 WD40 WD40 WD40 WD40 WD40 SAM_2 U-box
Phoaus_g15494.t1	SAM.HG1.6:WDSUB1	islike:WDSUB1	SAM	WD40 WD40 WD40 WD40 WD40 WD40 WD40 SAM_1 U-box
Secula_SECUL_00525.mRNA.2	WD40.HG0.0:like:RBBP5:likeclu:7		WD40	WD40 WD40
Coka_g7785.t1	WD40.HG0.0:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40 WD40 WD40
Oxytri_EJY80863	WD40.HG0.0:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40 WD40
Plabra_CEP01038	WD40.HG0.0:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40
Cscu_XP_023230718.1	WD40.HG0.0:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40
Sappar_KDO25516	WD40.HG0.0:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40 WD40
Esil_CBJ32980	WD40.HG0.0:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40 WD40 WD40
Clyhem_TCONS_00007636-protein	WD40.HG0.0:like:RBBP5:likeclu:7		WD40	WD40
Rall_EPZ35196	WD40.HG0.0:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40 WD40 WD40 WD40
Secula_SECUL_00525.mRNA.1	WD40.HG0.0:like:RBBP5:likeclu:7		WD40	WD40 WD40
Helrob_HelroP109550	WD40.HG0.0:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40
Emul_CDS40383.1	WD40.HG0.0:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40
Ngru_EFC38435	WD40.HG0.1:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40
Cgig_EKC42176	WD40.HG0.1:like:RBBP5:likeclu:7		WD40	WD40 WD40 SH3_1
Skow_XP_006825179.1	WD40.HG0.1:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40 SH3_1
Malcal_MALCA_08414.mRNA.1	WD40.HG0.1:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40
Auraur_scaffold205.g7.t5	WD40.HG0.1:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40 WD40 SH3_1
Phoaus_g11667.t1	WD40.HG0.1:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40 SH3_1
Plamic_ANCSI_04663.mRNA.1	WD40.HG0.1:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40
Tvag_XP_001324315.1	WD40.HG0.1:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40
Spur_XP_030836154.1	WD40.HG0.1:like:RBBP5:likeclu:7		WD40	WD40 WD40 SH3_1
Clyhem_TCONS_00023849-protein	WD40.HG0.1:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40 SH3_1
Auraur_scaffold205.g7.t1	WD40.HG0.1:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40 WD40 SH3_1
Notgen_g4653.t1	WD40.HG0.1:like:RBBP5:likeclu:7		WD40	WD40 WD40 SH3_1
Lgig_LotgiP62094	WD40.HG0.1:like:RBBP5:likeclu:7		WD40	WD40 WD40 SH3_1
Lcom_lcpid24806	WD40.HG0.1:like:RBBP5:likeclu:7		WD40	WD40 SH3_1
Auraur_scaffold205.g7.t3	WD40.HG0.1:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40 WD40 SH3_1
Spur_XP_030836157.1	WD40.HG0.1:like:RBBP5:likeclu:7		WD40	WD40 WD40 SH3_1
Diprot_Gene.24656	WD40.HG0.2:like:RBBP5:likeclu:7		WD40	WD40 WD40
Azfi_s1305.g101176	WD40.HG0.2:like:RBBP5:likeclu:7		WD40	WD40 eIF2A WD40 WD40
Meteor_CRO19MET_NODE_3446.p1	WD40.HG0.2:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40 WD40
Azfi_s0231.g059238	WD40.HG0.2:like:RBBP5:likeclu:7		WD40	WD40 eIF2A WD40 WD40
Sphfal_Sphfalx04G051900.1.p	WD40.HG0.2:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40 WD40 WD40
Umay_KIS68869	WD40.HG0.2:like:RBBP5:likeclu:7		WD40	WD40 WD40
Exapal_XP_028517367.1	WD40.HG0.2:like:RBBP5:likeclu:7		WD40	LisH_TPL WD40 WD40 WD40 WD40
Gracho_PXF49359.1	WD40.HG0.2:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40 WD40 WD40
Dmel_FBpp0290295	WD40.HG0.2:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40 WD40
Pygbif_GCRY01008793.1.p1	WD40.HG0.2:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40
Gefoke_MALSP_03065.mRNA.1	WD40.HG0.2:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40 WD40
Lcom_lcpid39831	WD40.HG0.2:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40
Cowc_KJE92326	WD40.HG0.3:like:RBBP5:likeclu:7		WD40	WD40 WD40
Chabra_GBG74628	WD40.HG0.3:like:RBBP5:likeclu:7		WD40	WD40 WD40
Ihof_evm1s703	WD40.HG0.3:like:RBBP5:likeclu:7		WD40	WD40 WD40
Pinf_PITG_02135T0	WD40.HG0.3:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40
Alblai_CCA19101	WD40.HG0.3:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40
Malcal_MALCA_01655.mRNA.1	WD40.HG0.3:like:RBBP5:likeclu:7		WD40	WD40 WD40
Cavfas_EGG21284	WD40.HG0.3:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40
Honfer_GBG32191	WD40.HG0.4:like:RBBP5:likeclu:7		WD40	WD40 WD40 eIF2A
Ancsig_Gene.39185	WD40.HG0.4:like:RBBP5:likeclu:7		WD40	LisH WD40 WD40 WD40 WD40 WD40 WD40
Meteor_CRO19MET_NODE_7643.p1	WD40.HG0.4:like:RBBP5:likeclu:7		WD40	WD40 ANAPC4_WD40 WD40
Meteor_CRO19MET_NODE_1856.p1	WD40.HG0.4:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40 WD40 Utp12
Drer_ENSDARP00000101591.2	WD40.HG0.4:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40 Utp12
Concor_KXN70092	WD40.HG0.4:like:RBBP5:likeclu:7		WD40	LisH WD40 WD40 ANAPC4_WD40 WD40 WD40 WD40 WD40
Gonavo_comp99335_c0_seq1_6_ORF23_487	WD40.HG0.4:like:RBBP5:likeclu:7		WD40	LisH WD40 WD40 WD40 WD40 WD40 WD40
Aplker_92220	WD40.HG0.4:like:RBBP5:likeclu:7		WD40	LisH WD40 WD40 WD40 WD40 WD40 WD40
Phoaus_g13966.t1	WD40.HG0.4:like:RBBP5:likeclu:7		WD40	WD40 WD40 eIF2A
Aurlim_39098	WD40.HG0.4:like:RBBP5:likeclu:7		WD40	WD40 WD40 WD40
Atri_ERN07301	WD40.HG0.5:like:RBBP5:likeclu:7		WD40	ATG16 WD40 WD40 WD40 WD40 WD40
