i	j	weight
Bact_lectin	FAT	1
Chal_sti_synt_C	FAE1_CUT1_RppA	1
Chal_sti_synt_C	FAT	1
Chal_sti_synt_C	PI3_PI4_kinase	1
Cohesin_HEAT	DUF3385	1
Cohesin_HEAT	FAT	1
Cohesin_HEAT	FATC	1
Cohesin_HEAT	PI3_PI4_kinase	1
DUF3385	FAT	192
DUF3385	FATC	169
DUF3385	FRB_dom	176
DUF3385	HEAT	13
DUF3385	HEAT_EZ	7
DUF3385	Hydrolase_4	1
DUF3385	LysM	2
DUF3385	PDZ_6	1
DUF3385	PI3_PI4_kinase	182
DUF3385	ParcG	1
DUF3385	Pkinase	1
DUF3385	RNA_pol	1
DUF3385	RPOL_N	1
FAE1_CUT1_RppA	FAT	1
FAE1_CUT1_RppA	PI3_PI4_kinase	1
FAT	FAT	105
FAT	FATC	462
FAT	FRB_dom	218
FAT	Fes1	1
FAT	HEAT	15
FAT	HEAT_2	1
FAT	HEAT_EZ	7
FAT	Hydrolase_4	1
FAT	LRR_8	1
FAT	Laminin_G_3	1
FAT	LysM	2
FAT	Methyltransf_7	1
FAT	NUC194	66
FAT	PDZ_6	1
FAT	PI3_PI4_kinase	589
FAT	ParcG	1
FAT	Pkinase	1
FAT	R3H	1
FAT	RNA_pol	1
FAT	RPOL_N	1
FAT	RasGAP	1
FAT	SH2	1
FAT	TAN	20
FAT	TIR_2	1
FAT	UME	81
FATC	FRB_dom	194
FATC	HEAT	14
FATC	HEAT_2	1
FATC	HEAT_EZ	7
FATC	Hydrolase_4	1
FATC	LysM	2
FATC	NUC194	48
FATC	PDZ_6	1
FATC	PI3_PI4_kinase	460
FATC	ParcG	1
FATC	RNA_pol	1
FATC	RPOL_N	1
FATC	TAN	20
FATC	UME	70
FRB_dom	HEAT	13
FRB_dom	HEAT_EZ	7
FRB_dom	Hydrolase_4	1
FRB_dom	LysM	2
FRB_dom	PDZ_6	1
FRB_dom	PI3_PI4_kinase	214
FRB_dom	ParcG	1
FRB_dom	RNA_pol	1
FRB_dom	RPOL_N	1
Fes1	NUC194	1
Fes1	PI3_PI4_kinase	1
HEAT	PI3_PI4_kinase	14
HEAT	Pkinase	1
HEAT	UME	1
HEAT_2	PI3_PI4_kinase	1
HEAT_EZ	PI3_PI4_kinase	7
Hydrolase_4	PI3_PI4_kinase	1
LRR_8	PI3_PI4_kinase	1
LRR_8	TIR_2	1
Laminin_G_3	RasGAP	1
LysM	PI3_PI4_kinase	2
NUC194	PI3_PI4_kinase	57
PDZ_6	PI3_PI4_kinase	1
PI3_PI4_kinase	ParcG	1
PI3_PI4_kinase	R3H	1
PI3_PI4_kinase	RNA_pol	1
PI3_PI4_kinase	RPOL_N	1
PI3_PI4_kinase	SH2	1
PI3_PI4_kinase	TAN	20
PI3_PI4_kinase	TIR_2	1
PI3_PI4_kinase	UME	75
RNA_pol	RPOL_N	1
