gene	orthogroup	orthologous_to	family	architecture
Ehux_EOD22319	Acetyltransf_1.HG24.1:NA		Acetyltransf_1	SET
Ehux_EOD20363	Acetyltransf_1.HG24.1:NA		Acetyltransf_1	SET
Cgig_EKC31816	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Spur_XP_030832471.1	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Tcas_XP_008201730.1	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Ctel_CapteP176480	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Drer_ENSDARP00000052914.6	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Apla_XP_022105810.1	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Tcas_XP_008201731.1	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Ptyfla_pfl_40v0_9_20150316_1g5965.t1	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Dpul_EFX90460	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET PHD BAH
Notgen_g14626.t1	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Lpol_XP_013779563.1	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Lgig_LotgiP143999	BAH.HG1.2:ASH1L	ASH1L	BAH	SET Bromodomain BAH
Linana_g1428.t1	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Spur_XP_030832467.1	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Notgen_g13215.t1	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Phoaus_g4680.t1	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Dmel_FBpp0297151	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET BAH
Skow_XP_006814029.1	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Hsap_ENSP00000357330.3	BAH.HG1.2:ASH1L	ASH1L	BAH	AWS SET Bromodomain BAH
Ramvar_GAV08813.1	BAH.HG1.6:PBRM1	islike:PBRM1	BAH	AWS SET BAH
Cint_ENSCINP00000033116.1	BAH.HG1.6:PBRM1	islike:PBRM1	BAH	AWS SET Bromodomain PHD BAH
Ihof_evm7s37	BAH.HG1.6:PBRM1	islike:PBRM1	BAH	AWS SET Bromodomain BAH
Hduj_OQV12291.1	BAH.HG1.6:PBRM1	islike:PBRM1	BAH	AWS SET BAH
Cfra_CFRG6692T1	BAH.HG1.6:PBRM1	islike:PBRM1	BAH	AWS SET Bromodomain PHD BAH
Sros_EGD83572	BAH.HG1.6:PBRM1	islike:PBRM1	BAH	AWS SET Bromodomain BAH
Recame_RECAM_12809.mRNA.1	BAH.HG1.8:like:BAHCC1/BAHD1/ORC1/TNRC18:likeclu:9/11		BAH	BAH SET
Gthe_EKX37536	BAH.HG1.8:like:BAHCC1/BAHD1/ORC1/TNRC18:likeclu:9/11		BAH	BAH SET
Mbre_EDQ84292	BAH.HG1.12:like:PBRM1:likeclu:6		BAH	zf-CCCH SET BAH
Cfra_CFRG5212T1	Bromodomain.HG2.0:like:BRD1/BRD7/BRD9/BRPF1/BRPF3:likeclu:3/5		Bromodomain	Bromodomain SET
Sarc_Sarc4_g23026T	Bromodomain.HG2.0:like:BRD1/BRD7/BRD9/BRPF1/BRPF3:likeclu:3/5		Bromodomain	Bromodomain SET
Plamic_ANCSI_01307.mRNA.1	Bromodomain.HG2.1:like:BRD1/BRD7/BRD9/BRPF1/BRPF3:likeclu:3/5		Bromodomain	PHD PHD Bromodomain PHD PHD zf-HC5HC2H FYRN FYRC SET
Esil_CBJ48999	Bromodomain.HG2.2:like:BRD1/BRD7/BRD9/BRPF1/BRPF3:likeclu:3/5		Bromodomain	PHD Bromodomain SET
Ngad_EWM25918	Bromodomain.HG2.2:like:BRD1/BRD7/BRD9/BRPF1/BRPF3:likeclu:3/5		Bromodomain	Bromodomain PHD PHD zf-HC5HC2H FYRN SET
Perkma_EER17513	Bromodomain.HG2.2:like:BRD1/BRD7/BRD9/BRPF1/BRPF3:likeclu:3/5		Bromodomain	Bromodomain SET
Esil_CBJ49018	Bromodomain.HG2.2:like:BRD1/BRD7/BRD9/BRPF1/BRPF3:likeclu:3/5		Bromodomain	Bromodomain SET
Coka_g7507.t1	Bromodomain.HG2.2:like:BRD1/BRD7/BRD9/BRPF1/BRPF3:likeclu:3/5		Bromodomain	PHD Bromodomain SET Peptidase_S8 Bromodomain SET
Klenit_GAQ86441.1	Bromodomain.HG2.2:like:BRD1/BRD7/BRD9/BRPF1/BRPF3:likeclu:3/5		Bromodomain	zf-CCHC GYF Bromodomain SET
Pinf_PITG_04185T0	Bromodomain.HG2.2:like:BRD1/BRD7/BRD9/BRPF1/BRPF3:likeclu:3/5		Bromodomain	Bromodomain zf-HC5HC2H_2 SET
Coka_g5998.t1	Bromodomain.HG2.2:like:BRD1/BRD7/BRD9/BRPF1/BRPF3:likeclu:3/5		Bromodomain	Bromodomain SET
Vitbra_CEL91690.1	Bromodomain.HG2.2:like:BRD1/BRD7/BRD9/BRPF1/BRPF3:likeclu:3/5		Bromodomain	Bromodomain FYRN SET
Esil_CBN74374	Bromodomain.HG2.2:like:BRD1/BRD7/BRD9/BRPF1/BRPF3:likeclu:3/5		Bromodomain	PWWP Bromodomain PHD zf-HC5HC2H_2 FYRN FYRC SET
Cvel_9828.t2-p1	Bromodomain.HG2.2:like:BRD1/BRD7/BRD9/BRPF1/BRPF3:likeclu:3/5		Bromodomain	Bromodomain SET
Sappar_KDO25203	Bromodomain.HG2.2:like:BRD1/BRD7/BRD9/BRPF1/BRPF3:likeclu:3/5		Bromodomain	Bromodomain PHD PHD FYRN FYRC SET
Coka_g17372.t1	Bromodomain.HG2.2:like:BRD1/BRD7/BRD9/BRPF1/BRPF3:likeclu:3/5		Bromodomain	PWWP Bromodomain PHD zf-HC5HC2H_2 FYRN SET
Pinf_PITG_20502T0	Bromodomain.HG2.2:like:BRD1/BRD7/BRD9/BRPF1/BRPF3:likeclu:3/5		Bromodomain	Bromodomain zf-HC5HC2H_2 FYRN SET
