gene	orthogroup	orthologous_to	family	architecture
Amobb2_AMBB2_00768.mRNA.2	SWIRM.HG1.0:MYSM1	MYSM1	SWIRM	Myb_DNA-binding SWIRM
Exapal_XP_028514062.1	SWIRM.HG1.0:MYSM1	MYSM1	SWIRM	Myb_DNA-binding SWIRM JAB
Hsap_ENSP00000418734.1	SWIRM.HG1.0:MYSM1	MYSM1	SWIRM	Myb_DNA-binding SWIRM JAB
Rirr_GBC46457	SWIRM.HG1.0:MYSM1	MYSM1	SWIRM	SWIRM JAB
Hetalb_XP_020437233.1	SWIRM.HG1.0:MYSM1	MYSM1	SWIRM	Myb_DNA-binding Myb_DNA-binding SWIRM JAB
Cowc_KJE92977	SWIRM.HG1.0:MYSM1	MYSM1	SWIRM	SWIRM JAB
Adig_XP_015747760.1	SWIRM.HG1.0:MYSM1	MYSM1	SWIRM	SWIRM JAB
Morelo_OAQ34881	SWIRM.HG1.0:MYSM1	MYSM1	SWIRM	Myb_DNA-binding SWIRM JAB
Apla_XP_022087338.1	SWIRM.HG1.0:MYSM1	MYSM1	SWIRM	Myb_DNA-binding SWIRM JAB
Malcal_MALCA_04834.mRNA.1	SWIRM.HG1.0:MYSM1	MYSM1	SWIRM	Myb_DNA-binding SWIRM JAB
Plafun_PRP78187	SWIRM.HG1.0:MYSM1	MYSM1	SWIRM	Myb_DNA-binding SWIRM JAB
Rhidel_EIE81667	SWIRM.HG1.0:MYSM1	MYSM1	SWIRM	SWIRM JAB
Ancsig_Gene.79550	SWIRM.HG1.0:MYSM1	MYSM1	SWIRM	SWIRM
Manpla_Gene.53574	SWIRM.HG1.0:MYSM1	MYSM1	SWIRM	SWIRM
Dpul_EFX89763	SWIRM.HG1.0:MYSM1	MYSM1	SWIRM	SWIRM JAB
Phoaus_g6972.t1	SWIRM.HG1.0:MYSM1	MYSM1	SWIRM	Myb_DNA-binding SWIRM JAB
Notgen_g13333.t1	SWIRM.HG1.0:MYSM1	MYSM1	SWIRM	Myb_DNA-binding SWIRM SWIRM JAB
Diprot_Gene.25004	SWIRM.HG1.0:MYSM1	MYSM1	SWIRM	SWIRM JAB
