gene	orthogroup	orthologous_to	family	architecture
Aplker_97916	Rtt106.HG1.0:like:SSRP1:likeclu:1		Rtt106	Rtt106
Ulvmut_UM100_00271	Rtt106.HG1.0:like:SSRP1:likeclu:1		Rtt106	Rtt106
Gonavo_comp28520_c0_seq1_6_ORF9_370	Rtt106.HG1.0:like:SSRP1:likeclu:1		Rtt106	Rtt106
Plabra_CEO99233	Rtt106.HG1.0:like:SSRP1:likeclu:1		Rtt106	Rtt106
Schagg_82622	Rtt106.HG1.0:like:SSRP1:likeclu:1		Rtt106	Rtt106
Lepsey_KPI89612	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	SSrecog Rtt106
Spimul_5537_TR2812_c0_g1	Rtt106.HG1.1:SSRP1	islike:SSRP1	Rtt106	POB3_N SSrecog Rtt106
Bdis_KQK07179	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106 HMG_box
Apla_XP_022102132.1	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106 HMG_box
Ccin_EAU86185	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106
Ulvmut_UM030_00091	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106 HMG_box
Phakir_PHAKIR_06113.mRNA.1	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106
Cmer_CMS034CT	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106
Umbram_227989	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106
Sacu_v1.1_s0073.g017158	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106 HMG_box
Scil_scpid57136	Rtt106.HG1.1:SSRP1	islike:SSRP1	Rtt106	POB3_N SSrecog Rtt106
Plafun_PRP80914	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106
Esil_CBJ29726	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106 HMG_box
Diprot_Gene.19992	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106
Meteor_CRO19MET_NODE_4105.p1	Rtt106.HG1.1:SSRP1	islike:SSRP1	Rtt106	POB3_N SSrecog Rtt106
Atha_AT3G28730.1	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106 HMG_box
Ppat_PAC_32911219.CDS.1	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106 HMG_box
Sappar_KDO24805	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106
Ttra_KNC52452	Rtt106.HG1.1:SSRP1	islike:SSRP1	Rtt106	POB3_N SSrecog Rtt106
Cneo_AAW45161	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106
Spur_XP_030847095.1	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106 HMG_box
Ehux_EOD09756	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106 HMG_box
Emue_0015g462a	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106 HMG_box
Aano_EGB06173	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106 HMG_box
Ptet_CAK85998	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	SSrecog Rtt106
Sphfal_Sphfalx12G053700.1.p	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106 HMG_box
Hsap_ENSP00000278412.2	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106 HMG_box
Plamic_ANCSI_11404.mRNA.1	Rtt106.HG1.1:SSRP1	islike:SSRP1	Rtt106	POB3_N SSrecog Rtt106
Mgut_XP_012841387.1	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106 HMG_box
Porumb_OSX76479.1	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106
Exapal_XP_020913243.1	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106 HMG_box
Spom_SPBC609.05.1_pep	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106
Pygbif_GCRY01003113.1.p1	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106
Vitbra_CEL99991.1	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106
Tgon_TGME49_261460-t26_1	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106
Amobb2_AMBB2_08079.mRNA.1	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106
Ihof_evm5s151	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106 HMG_box
Scer_YML069W	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106
Aurlim_44118	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106 HMG_box HMG_box
Ctel_CapteP172235	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106 HMG_box
Dpul_EFX72246	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106 HMG_box
Concor_KXN67694	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106
Perkma_EER07769	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106
Honfer_GBG25109	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106 HMG_box HMG_box_2
Hetalb_XP_020438350.1	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106
Aplker_47833	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	SSrecog Rtt106 HMG_box HMG_box_2
Tetwil_Twilhelma_g26780.t2	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106
Gthe_EKX32716	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106 HMG_box HMG_box
Acas_ELR15616	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106
Tielac_KYQ93791	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106
Oxytri_EJY67941	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	SSrecog Rtt106
Rirr_GBC27784	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106
Crei_PNW88436	Rtt106.HG1.1:SSRP1	SSRP1	Rtt106	POB3_N SSrecog Rtt106 HMG_box
