gene	orthogroup	orthologous_to	family	architecture
Cvar_XP_005842824.1	Menin.HG1.0:MEN1	MEN1	Menin	Menin
Auraur_scaffold221.g14.t1	Menin.HG1.0:MEN1	islike:MEN1	Menin	Exo_endo_phos_2 Menin
Spur_XP_030855109.1	Menin.HG1.0:MEN1	MEN1	Menin	Menin
Morvir_scaffold112.g5.t1	Menin.HG1.0:MEN1	islike:MEN1	Menin	Menin
Dmel_FBpp0079029	Menin.HG1.0:MEN1	MEN1	Menin	Menin
Nvec_NVE19573	Menin.HG1.0:MEN1	islike:MEN1	Menin	Menin Menin
Tpse_EED90465	Menin.HG1.0:MEN1	islike:MEN1	Menin	Menin
Notgen_g31575.t1	Menin.HG1.0:MEN1	MEN1	Menin	Menin
Notgen_g38644.t1	Menin.HG1.0:MEN1	MEN1	Menin	Menin Menin
Apla_XP_022108550.1	Menin.HG1.0:MEN1	MEN1	Menin	Menin
Ctel_CapteP190854	Menin.HG1.0:MEN1	MEN1	Menin	Menin Menin Menin
Lpol_XP_022257840.1	Menin.HG1.0:MEN1	MEN1	Menin	Menin Menin
Skow_XP_006817641.1	Menin.HG1.0:MEN1	MEN1	Menin	Menin
Helrob_HelroP180167	Menin.HG1.0:MEN1	islike:MEN1	Menin	Menin
Cgig_EKC17172	Menin.HG1.0:MEN1	MEN1	Menin	Menin Menin
Cint_ENSCINP00000002720.3	Menin.HG1.0:MEN1	islike:MEN1	Menin	Menin Menin
Ramvar_GAU90133.1	Menin.HG1.0:MEN1	islike:MEN1	Menin	Menin
Cscu_XP_023227392.1	Menin.HG1.0:MEN1	MEN1	Menin	Menin Menin
Hsap_ENSP00000500585.1	Menin.HG1.0:MEN1	MEN1	Menin	Menin Menin Menin
Ptyfla_pfl_40v0_9_20150316_1g26613.t1	Menin.HG1.0:MEN1	MEN1	Menin	Menin
Hduj_OQV15320.1	Menin.HG1.0:MEN1	islike:MEN1	Menin	Menin
Sman_Smp_163760.1_pep	Menin.HG1.0:MEN1	MEN1	Menin	Menin Menin Menin Menin
Ptyfla_pfl_40v0_9_20150316_1g9087.t1	Menin.HG1.0:MEN1	MEN1	Menin	Menin
Linana_g11827.t1	Menin.HG1.0:MEN1	MEN1	Menin	Menin Menin
Tcas_XP_969971.1	Menin.HG1.0:MEN1	MEN1	Menin	Menin Menin
Dpul_EFX65871	Menin.HG1.0:MEN1	MEN1	Menin	Menin Menin
Bralan_BL13901_cuf2	Menin.HG1.0:MEN1	MEN1	Menin	Menin
Helrob_HelroP191256	Menin.HG1.0:MEN1	MEN1	Menin	Menin Menin Menin
Helrob_HelroP193799	Menin.HG1.0:MEN1	islike:MEN1	Menin	Menin Menin
Lgig_LotgiP121605	Menin.HG1.0:MEN1	MEN1	Menin	Menin Menin
Morvir_scaffold112.g4.t1	Menin.HG1.0:MEN1	islike:MEN1	Menin	Menin
Adig_XP_015758890.1	Menin.HG1.0:MEN1	islike:MEN1	Menin	Menin Menin
Ctel_CapteP23022	Menin.HG1.0:MEN1	MEN1	Menin	Menin Menin
Dpul_EFX68372	Menin.HG1.0:MEN1	MEN1	Menin	Menin
Spis_XP_022807053_1	Menin.HG1.0:MEN1	islike:MEN1	Menin	Menin Menin
Bralan_BL23470_evm0	Menin.HG1.0:MEN1	MEN1	Menin	Menin
Exapal_XP_020901909.1	Menin.HG1.0:MEN1	islike:MEN1	Menin	Menin Menin
Emul_CDS37670.1	Menin.HG1.0:MEN1	MEN1	Menin	DnaJ DnaJ_C Menin Menin Menin
Lpol_XP_022257829.1	Menin.HG1.0:MEN1	MEN1	Menin	Menin Menin Menin
Drer_ENSDARP00000124872.1	Menin.HG1.0:MEN1	MEN1	Menin	Menin Menin
Phoaus_g71.t1	Menin.HG1.0:MEN1	MEN1	Menin	Menin
Gonavo_g1173.t1	Menin.HG1.0:MEN1	MEN1	Menin	Menin
Cocsub_XP_005645295.1	Menin.HG1.0:MEN1	MEN1	Menin	Menin
Ulvmut_UM020_01521	Menin.HG1.0:MEN1	MEN1	Menin	Menin
