og_class	orthogroup	Pattern	og_id	og_tmp	og_name	og_name_short	og_id_short	gene_class	gene_type	domains	search	inflation	min_size	sum_gain	sum_loss	sum_pres_total	sum_pres_extant	n_presence_bin	ancestral_support_string	ancestral_support_count	ancestral_support_summary
Acetyltransf_1	Acetyltransf_1.HG1.0:like:NAA30/NAT8/NAT8L/NAT14:likeclu:14/23/38	0000000000000000000000000000000000000000000000101000000000000000010000000100000100000000000011111101011101000001000000000100002010000000000000000000011100000000000000000000	Acetyltransf_1.HG1.0	Acetyltransf_1.HG1.0:like_NAA30/NAT8/NAT8L/NAT14	like:NAA30/NAT8/NAT8L/NAT14	like:NAA30/NAT8/NAT8L/NAT14	Acetyltransf_1.HG1.0 | like:NAA30/NAT8/NAT8L/NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	77.3727552648834	23	23	AmorCRUM,Diaphoratickes	2	Amo+Dia
Acetyltransf_1	Acetyltransf_1.HG1.10:like:NAA30/NAT8/NAT8L/NAT14:likeclu:14/23/38	0000000000000000000000001101000000000011000000000000000000000000000000000000000700000000001000000000000000000000000000000000000000000000000110000000000011000000001000000000	Acetyltransf_1.HG1.10	Acetyltransf_1.HG1.10:like_NAA30/NAT8/NAT8L/NAT14	like:NAA30/NAT8/NAT8L/NAT14	like:NAA30/NAT8/NAT8L/NAT14	Acetyltransf_1.HG1.10 | like:NAA30/NAT8/NAT8L/NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	51.5812250529696	12	12	AmorCRUM,Discoba,Hemimastigophora,Malawimonadidae	4	Amo+Dis+(Oth)
Acetyltransf_1	Acetyltransf_1.HG1.13:like:NAA30:likeclu:14	0000000000000000000000000000000000000000001000000000000000000000000000010000000001000000004000000000000000000000000000000000000200000000000000000001000000002000000000000000	Acetyltransf_1.HG1.13	Acetyltransf_1.HG1.13:like_NAA30	like:NAA30	like:NAA30	Acetyltransf_1.HG1.13 | like:NAA30	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	38.7752893096238	7	7	AmorCRUM,Discoba,Malawimonadidae	3	Amo+Dis+(Oth)
Acetyltransf_1	Acetyltransf_1.HG1.14:NAA30	1111111221121111011111311111110111121021111011112111111111110111111121110111101111111110121111111111122111111111111111111101111111111111101111021111110111010021112111101210	Acetyltransf_1.HG1.14	Acetyltransf_1.HG1.14:NAA30	NAA30	NAA30	Acetyltransf_1.HG1.14 | NAA30	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	315.752828117571	155	155	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Metamonada,Meteor	8	Amo+Dia+Dis+(Oth)
Acetyltransf_1	Acetyltransf_1.HG1.19:like:NAT8/NAT8L:likeclu:38	0000000000000000020000000000000040050100000000001100000010020302410000001031000200142033123100000000000000000014001100101000002000000000000000000001000000201200000221000000	Acetyltransf_1.HG1.19	Acetyltransf_1.HG1.19:like_NAT8/NAT8L	like:NAT8/NAT8L	like:NAT8/NAT8L	Acetyltransf_1.HG1.19 | like:NAT8/NAT8L	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	128.130940459352	39	39	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Meteor	6	Amo+Dia+Dis+(Oth)
Acetyltransf_1	Acetyltransf_1.HG1.2:like:NAA30/NAT8/NAT8L/NAT14:likeclu:14/23/38	0000000000000000000000000000000000000000000000000000000000000000000000000010000000020002000000000000000000000001110011000000002000000000000000300001010100001000000000000000	Acetyltransf_1.HG1.2	Acetyltransf_1.HG1.2:like_NAA30/NAT8/NAT8L/NAT14	like:NAA30/NAT8/NAT8L/NAT14	like:NAA30/NAT8/NAT8L/NAT14	Acetyltransf_1.HG1.2 | like:NAA30/NAT8/NAT8L/NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	61.7790014024039	14	14	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba	4	Amo+Dia+Dis+(Oth)
Acetyltransf_1	Acetyltransf_1.HG1.20:like:NAT14:likeclu:23	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000021000000000000000000000000000000012012200000000000000000000022000000000000000000000	Acetyltransf_1.HG1.20	Acetyltransf_1.HG1.20:like_NAT14	like:NAT14	like:NAT14	Acetyltransf_1.HG1.20 | like:NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	39.8634253171612	9	9	AmorCRUM,Diaphoratickes,Malawimonadidae	3	Amo+Dia+(Oth)
Acetyltransf_1	Acetyltransf_1.HG1.22:like:NAT14:likeclu:23	0000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000002000112032200000000001003300000011200000000000000000000	Acetyltransf_1.HG1.22	Acetyltransf_1.HG1.22:like_NAT14	like:NAT14	like:NAT14	Acetyltransf_1.HG1.22 | like:NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	54.7212111787347	14	14	AmorCRUM,Diaphoratickes	2	Amo+Dia
Acetyltransf_1	Acetyltransf_1.HG1.28:like:NAT14:likeclu:23	0000000000000000000000000000000000000000000000000000000000000000000000000000000000030001000000000000000000000000000000000100001000000000000000000000020100000000000000000000	Acetyltransf_1.HG1.28	Acetyltransf_1.HG1.28:like_NAT14	like:NAT14	like:NAT14	Acetyltransf_1.HG1.28 | like:NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	33.0579462461081	6	6	AmorCRUM,Ancyromonadida,Diaphoratickes	3	Amo+Dia+(Oth)
Acetyltransf_1	Acetyltransf_1.HG1.38:NAT8/NAT8L	2508250001000001030008003418001000000055001000010000002000000100100000000010000200000001124000000000000001110000000021001000002010100001111100000000001001110000000111100000	Acetyltransf_1.HG1.38	Acetyltransf_1.HG1.38:NAT8/NAT8L	NAT8/NAT8L	NAT8/NAT8L	Acetyltransf_1.HG1.38 | NAT8/NAT8L	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	166.612973821376	49	49	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae	6	Amo+Dia+Dis+(Oth)
