Accession,NumberOfAminoAcids,Coverage,PsmCount,PeptideGroupCount
Crei_XP_001694276,287,35.191637630662,14,6
Crei_XP_001693495,142,16.1971830985916,7,3
Crei_XP_001696314,297,24.9158249158249,10,7
Crei_XP_001695292,373,3.75335120643432,2,2
Crei_XP_001690407,401,13.9650872817955,11,7
Crei_XP_001703258,367,13.8964577656676,10,5
Crei_XP_001691901,101,14.8514851485149,3,2
Crei_XP_001693706,1109,0.541027953110911,1,1
Crei_XP_001691365,111,9.00900900900901,2,1
Crei_XP_001691590,200,13.0,4,3
Crei_XP_001697298,603,0.995024875621891,1,1
Crei_XP_001695598,142,5.63380281690141,2,1
Crei_XP_001693221,560,4.46428571428571,2,2
Crei_XP_001693987,249,3.21285140562249,1,1
Crei_XP_001692523,58,17.2413793103448,3,2
Crei_XP_001693064,145,23.448275862069,4,3
Crei_XP_001693121,87,9.19540229885057,2,1
Crei_XP_001697100,138,7.2463768115942,1,1
Crei_XP_001700851,436,4.12844036697248,2,2
Crei_XP_001699012,104,10.5769230769231,2,1
Crei_XP_001696699,173,4.6242774566474,2,1
Crei_XP_001699900,219,4.5662100456621,1,1
Crei_XP_001696991,516,1.55038759689922,1,1
Crei_XP_001699242,162,19.1358024691358,7,4
Crei_XP_001700461_Histone_H2B,153,86.2745098039216,229,53
Crei_XP_001692862,182,6.59340659340659,1,1
Crei_XP_001697526,268,2.98507462686567,1,1
Crei_XP_001703214,862,1.16009280742459,1,1
Crei_XP_001690669_Histone_H4,99,41.4141414141414,17,4
Crei_XP_001696472,153,5.22875816993464,1,1
Crei_XP_001693788,161,14.9068322981366,10,2
Crei_XP_001703188,98,38.7755102040816,12,6
Crei_XP_001695563,1942,0.360453141091658,1,1
Crei_XP_001697903,3447,0.464171743545112,3,2
Crei_XP_001698000,457,4.81400437636762,4,2
Crei_XP_001698164,1987,0.402617010568697,1,1
Crei_XP_001696826,480,2.5,1,1
Crei_XP_001701817,357,2.24089635854342,3,2
Crei_XP_001701253,605,1.48760330578512,1,1
Crei_XP_001701312,193,16.0621761658031,4,3
Crei_XP_001694844,356,6.46067415730337,3,2
Crei_XP_001696435,594,1.68350168350168,2,1
Crei_XP_001701249,226,2.65486725663717,2,1
Crei_XP_001702993,484,18.1818181818182,17,10
Crei_XP_001697824,482,1.86721991701245,1,1
Crei_XP_001697380,243,8.64197530864197,2,2
Crei_XP_001696741,796,0.753768844221105,1,1
CON_007083981,607,5.43657331136738,6,4
Crei_XP_001690629,130,11.5384615384615,2,1
Crei_XP_001698341,1059,8.4985835694051,10,7
Crei_XP_001699023,414,1.93236714975845,2,1
Crei_XP_001692930,268,2.23880597014925,1,1
Crei_XP_001702347,463,2.80777537796976,3,2
Crei_XP_001695713,445,1.79775280898876,2,1
Crei_XP_001693492,204,27.9411764705882,9,7
Crei_XP_001703008,444,1.35135135135135,2,1
Crei_XP_001697200,1144,1.22377622377622,1,1
Crei_XP_001691762,135,22.962962962963,3,2
Crei_XP_001700120,314,3.5031847133758,2,1
CON_IPI007458722,609,8.21018062397373,10,7
Crei_XP_001701041,370,3.24324324324324,2,1
Crei_XP_001697060,320,2.8125,2,1
Crei_XP_001701052,245,6.53061224489796,1,1
Crei_XP_001692083,944,3.38983050847458,5,3
Crei_XP_001696300,198,11.1111111111111,3,1
Crei_XP_001698464,1139,2.54609306409131,3,3
Crei_XP_001696798,227,3.9647577092511,1,1
Crei_XP_001690541,439,20.7289293849658,23,10
Crei_XP_001694115,249,3.21285140562249,1,1
Crei_XP_001697783,159,6.91823899371069,1,1
Crei_XP_001689581,124,10.4838709677419,3,2
Crei_XP_001695261,424,2.83018867924528,1,1
Crei_XP_001693830,288,6.25,1,1
Crei_XP_001702378,193,16.580310880829,6,4
Crei_XP_001703422,2422,2.14698596201486,7,4
Crei_XP_001693869,495,6.66666666666667,3,3
Crei_XP_001698723,140,7.14285714285714,1,1
Crei_XP_001698174,830,3.01204819277108,2,1
Crei_XP_001692003,379,4.22163588390501,1,1
Crei_XP_001703693,177,11.2994350282486,3,1
Crei_XP_001701792,501,3.59281437125748,2,2
Crei_XP_001702341,240,22.5,5,4
Crei_XP_001690410,322,2.48447204968944,1,1
Crei_XP_001701780,204,17.156862745098,4,4
Crei_XP_001701855,283,6.36042402826855,3,2
Crei_XP_001690339,244,11.4754098360656,4,2
Crei_XP_001694029,959,0.834202294056309,1,1
Crei_XP_001695654,413,52.7845036319613,45,15
Crei_XP_001689915,312,3.2051282051282,1,1
Crei_XP_001692285,662,2.56797583081571,1,1
Crei_XP_001690923,116,25.8620689655172,7,4
Crei_XP_001696449,565,1.5929203539823,1,1
Crei_XP_001695467,254,3.1496062992126,1,1
Crei_XP_001703317,182,14.8351648351648,3,2
Crei_XP_001699176,970,6.80412371134021,2,2
Crei_XP_001693465_Histone_H4,103,47.5728155339806,78,12
Crei_XP_001701957,4723,0.402286682193521,2,2
Crei_XP_001698211,670,1.64179104477612,2,1
Crei_XP_001701501,303,7.92079207920792,3,2
Crei_XP_001695451,147,5.4421768707483,2,1
Crei_XP_001696972,166,8.43373493975904,2,2
Crei_XP_001700194_Histone_H2B,121,76.8595041322314,62,24
Crei_XP_001697076,134,27.6119402985075,6,2
Crei_XP_001696654,144,4.16666666666667,1,1
Crei_XP_001697851,561,10.3386809269162,8,5
Crei_XP_001697676,1041,0.672430355427474,2,1
Crei_XP_001702514,94,53.1914893617021,17,8
Crei_XP_001696960,310,15.1612903225806,6,4
