Accession,NumberOfAminoAcids,Coverage,PsmCount,PeptideGroupCount
Cfra_0959T1,1224,2.04248366013072,5,2
Cfra_0618T1|Histone_H3,113,30.0884955752212,13,3
Cfra_1139T1,525,26.6666666666667,20,9
Cfra_5105T1,229,4.80349344978166,1,1
Cfra_2862T1,246,4.8780487804878,2,1
Cfra_1750T1,567,4.05643738977072,13,2
Cfra_3479T1,923,2.8169014084507,3,2
Cfra_7799T1,200,48.0,28,11
Cfra_0969T1,462,5.41125541125541,13,2
Cfra_8484T1,270,6.2962962962963,11,2
Cfra_4257T1,267,3.37078651685393,1,1
Cfra_6743T1,342,14.9122807017544,10,4
Cfra_5172T1,455,4.83516483516484,8,2
Cfra_5410T1,136,23.5294117647059,2,2
Cfra_6467T1,3268,0.76499388004896,2,2
Cfra_6144T1,165,54.5454545454545,56,8
Cfra_5738T1,293,9.21501706484642,2,2
CON_007186201,258,2.32558139534884,1,1
Cfra_5942T1,150,30.0,36,6
Cfra_6108T1,363,16.5289256198347,5,4
Cfra_3345T1,518,10.8108108108108,19,6
Cfra_3874T1,228,9.64912280701754,6,2
Cfra_6115T1,179,3.35195530726257,6,1
Cfra_8107T1,1036,3.86100386100386,3,2
Cfra_8393T1,123,87.8048780487805,70,9
Cfra_7357T1,220,4.09090909090909,3,1
Cfra_0668T1,121,47.1074380165289,33,5
Cfra_7700T1,217,5.06912442396313,1,1
Cfra_8170T1,497,7.44466800804829,13,3
Cfra_7944T1,203,30.5418719211823,14,4
Cfra_3949T1,317,18.9274447949527,35,7
Cfra_8604T1,921,1.41150922909881,4,1
Cfra_6904T1,199,22.1105527638191,22,4
Cfra_8133T1,417,8.15347721822542,13,3
Cfra_0870T1,108,48.1481481481481,10,4
Cfra_5217T1,227,22.0264317180617,21,5
Cfra_6705T1,503,5.96421471172962,11,3
CON_007085262,650,2.46153846153846,3,1
Cfra_0188T1,417,7.19424460431655,3,2
Cfra_0522T1,575,27.1304347826087,40,12
Cfra_0378T1,137,4.37956204379562,2,1
Cfra_5936T1,436,16.5137614678899,14,4
Cfra_8199T1,1728,0.925925925925926,1,1
Cfra_2750T1,516,4.45736434108527,3,2
Cfra_3721T1,524,2.67175572519084,1,1
Cfra_3295T1,1414,0.777934936350778,9,1
