Accession,NumberOfAminoAcids,Coverage,PsmCount,PeptideGroupCount
Ehux_200700,261,18.3908045977011,9,5
Ehux_436592,369,8.67208672086721,4,3
Ehux_433874,221,4.97737556561086,1,1
Ehux_465288,377,2.38726790450928,2,1
Ehux_122156,396,2.02020202020202,2,1
CON_007154051,145,13.1034482758621,1,1
Ehux_442150_Histone_H2A,126,24.6031746031746,12,6
CON_007085262,650,3.53846153846154,1,1
Ehux_112015,193,4.14507772020725,1,1
Ehux_468958,487,5.3388090349076,1,1
CON_007083981,607,8.23723228995058,6,4
Ehux_351999,134,13.4328358208955,3,2
CON_007139284,201,9.45273631840796,1,1
Ehux_103691,880,8.18181818181818,1,1
Ehux_48267_Histone_H3,83,28.9156626506024,7,4
Ehux_457781,839,60.6674612634088,48,27
CON_IPI007458722,609,8.21018062397373,7,6
Ehux_gb1_Histone_H2A,130,16.9230769230769,16,8
Ehux_432373,376,9.57446808510638,3,3
Ehux_221723,59,25.4237288135593,1,1
Ehux_417676,142,14.0845070422535,3,2
Ehux_362534,378,9.52380952380952,3,3
Ehux_422016,280,10.3571428571429,4,2
Ehux_438587,155,7.09677419354839,2,1
Ehux_313864,457,3.93873085339168,1,1
Ehux_447532,328,5.48780487804878,2,2
Ehux_434484,376,9.57446808510638,3,3
Ehux_435371,218,17.8899082568807,5,3
Ehux_110112,735,0.952380952380952,2,1
Ehux_471310,797,2.50941028858218,3,2
Ehux_245171,765,1.04575163398693,2,1
Ehux_358281_Histone_H2A,122,18.0327868852459,15,5
Ehux_438723,282,2.83687943262411,2,1
CON_007069423,249,11.6465863453815,1,1
Ehux_65422,130,8.46153846153846,2,1
Ehux_362583_Histone_H2B,119,59.6638655462185,26,9
Ehux_255728,137,19.7080291970803,3,2
CON_Trypsin,231,16.4502164502165,13,3
Ehux_433847,277,4.33212996389892,1,1
Ehux_76734,86,12.7906976744186,2,1
Ehux_459150,114,7.89473684210526,2,1
Ehux_448590,163,16.5644171779141,3,2
Ehux_74990,60,11.6666666666667,2,1
Ehux_100421,452,3.98230088495575,1,1
Ehux_444335,546,16.6666666666667,10,8
Ehux_368254,244,11.8852459016393,3,2
Ehux_125523,367,17.4386920980926,1,1
Ehux_312801,290,4.13793103448276,1,1
Ehux_463569,467,6.85224839400428,5,3
Ehux_438719,281,2.84697508896797,2,1
CON_007083982,609,8.21018062397373,6,4
Ehux_447372,428,37.8504672897196,20,12
Ehux_434648,304,6.90789473684211,2,2
Ehux_436648,376,9.57446808510638,3,3
Ehux_107459,221,3.61990950226244,1,1
Ehux_451245,444,5.85585585585586,1,1
CON_006989001,375,9.6,3,3
Ehux_470492,464,6.89655172413793,5,3
Ehux_196782_Histone_H2B,120,65.8333333333333,28,10
Ehux_356835,260,12.6923076923077,4,2
Ehux_217660,358,4.46927374301676,1,1
CON_006997002,166,12.0481927710843,1,1
Ehux_66170_Histone_H2A,123,17.8861788617886,15,5
Ehux_235882,75,9.33333333333333,2,1
CON_007152872,946,3.48837209302326,1,1
Ehux_98533,424,2.59433962264151,3,2
Ehux_433073,145,8.27586206896552,2,1
Ehux_433254,241,19.5020746887967,8,4
Ehux_233271,166,9.03614457831325,2,1
CON_002203273,644,2.17391304347826,2,1
Ehux_460427,260,11.1538461538462,4,3
Ehux_415280,229,5.67685589519651,2,1
Ehux_435795_Histone_H4,176,6.81818181818182,4,1
CON_009065291,378,6.87830687830688,2,2
Ehux_436140,551,5.80762250453721,4,3
Ehux_461699,359,7.24233983286908,2,2
Ehux_415402,206,21.3592233009709,7,5
Ehux_442198,206,14.0776699029126,3,2
Ehux_123588,629,15.2623211446741,1,1
Ehux_107226,614,1.79153094462541,1,1
Ehux_65361_Histone_H3,117,23.0769230769231,19,5
Ehux_349605_Histone_H4,103,47.5728155339806,54,10
Ehux_78418_Histone_H3,252,11.1111111111111,9,4
Ehux_443819_Histone_H4,175,6.85714285714286,4,1
Ehux_436239,182,10.989010989011,3,2
CON_007008654,451,4.43458980044346,1,1
Ehux_461181_Histone_H3,412,13.5922330097087,43,10
Ehux_111477,395,2.0253164556962,2,1
CON_007008653,451,4.43458980044346,1,1
Ehux_414756,126,19.8412698412698,1,1
CON_LysC,653,9.34150076569678,2,2
Ehux_420028,190,5.78947368421053,2,1
Ehux_315158,169,6.50887573964497,2,1
Ehux_351077,270,3.33333333333333,1,1
Ehux_461839,472,2.75423728813559,1,1
Ehux_368288,123,16.260162601626,3,2
Ehux_415433,191,15.7068062827225,5,3
Ehux_125651,196,37.7551020408163,14,9
CON_000193593,623,2.56821829855538,3,1
Ehux_436936,414,7.72946859903382,4,3
CON_IPI005546483,483,8.2815734989648,1,1
Ehux_453373,339,8.84955752212389,3,2
CON_006996223,733,2.72851296043656,1,1
Ehux_247782_Histone_H4,99,10.1010101010101,2,1
Ehux_361823,93,13.9784946236559,1,1
CON_007138142,333,4.2042042042042,1,1
Ehux_362722,93,13.9784946236559,1,1
CON_006971072,445,8.98876404494382,2,2
Ehux_95743,744,1.0752688172043,2,1
Ehux_gb4_Histone_H2A,131,17.5572519083969,11,6
CON_006980585,130,21.5384615384615,6,2
