Accession,NumberOfAminoAcids,Coverage,PsmCount,PeptideGroupCount
Gefoke_MALSP_12514.mRNA.1,231,14.2857142857143,10,2
Gefoke_MALSP_15188.mRNA.1,330,3.33333333333333,5,1
Gefoke_MALSP_18279.mRNA.1|Histone_H3,136,43.3823529411765,105,13
Gefoke_MALSP_13691.mRNA.1,95,32.6315789473684,6,3
Gefoke_MALSP_15582.mRNA.1,955,1.78010471204188,84,6
Gefoke_MALSP_09311.mRNA.1|Histone_H2A,135,21.4814814814815,17,6
Gefoke_MALSP_03628.mRNA.1,134,11.9402985074627,2,1
Gefoke_MALSP_08670.mRNA.1,170,10.5882352941176,4,2
Gefoke_MALSP_03353.mRNA.1,123,7.31707317073171,8,1
Gefoke_MALSP_10153.mRNA.1|Histone_H2A,127,42.5196850393701,35,9
CON_P00761,231,31.1688311688312,39,6
CON_P22629,183,13.6612021857924,4,2
CON_P07477,247,16.1943319838057,7,4
Gefoke_MALSP_01437.mRNA.2,465,3.01075268817204,2,1
Gefoke_MALSP_15188.mRNA.3,255,4.31372549019608,5,1
Gefoke_MALSP_01437.mRNA.1,575,2.43478260869565,2,1
Gefoke_MALSP_02245.mRNA.1|Histone_H2A,152,17.7631578947368,17,6
Gefoke_MALSP_04264.mRNA.1,1148,0.78397212543554,38,2
Gefoke_MALSP_01664.mRNA.1|Histone_H3,136,46.3235294117647,118,16
Gefoke_MALSP_09193.mRNA.1|Histone_H2AZ,121,40.495867768595,48,7
Gefoke_MALSP_13502.mRNA.1,186,12.3655913978495,3,2
Gefoke_MALSP_18244.mRNA.1,151,11.2582781456954,6,2
Gefoke_MALSP_04621.mRNA.1|Histone_H4,103,34.9514563106796,238,11
Gefoke_MALSP_03628.mRNA.2,108,14.8148148148148,2,1
Gefoke_MALSP_15188.mRNA.2,297,3.7037037037037,5,1
Gefoke_MALSP_05058.mRNA.1|Histone_H2A,127,34.6456692913386,30,8
Gefoke_MALSP_04795.mRNA.1,208,45.1923076923077,60,15
