Accession,NumberOfAminoAcids,Coverage,PsmCount,PeptideGroupCount
Ngru_XP_002681725,1087,0.551977920883165,7,1
Ngru_XP_002669768,1070,3.55140186915888,7,3
Ngru_XP_002670573,377,24.1379310344828,32,8
Ngru_XP_002672598,154,38.961038961039,11,4
CON_IPI007458722,609,8.70279146141215,10,6
Ngru_XP_002677601,759,5.40184453227932,8,4
Ngru_XP_002678392,152,7.89473684210526,2,1
Ngru_XP_002677719,1332,3.15315315315315,26,6
Ngru_XP_002671710,675,23.1111111111111,69,21
Ngru_XP_002677082,410,32.1951219512195,97,20
Ngru_XP_002676783,297,23.5690235690236,26,7
Ngru_XP_002680558,305,26.2295081967213,25,9
Ngru_XP_002680313,305,39.344262295082,11,4
Ngru_XP_002678292,609,11.9868637110016,18,9
Ngru_XP_002676224,253,46.6403162055336,23,9
CON_006954891,416,6.49038461538462,5,2
CON_007264311,690,39.1304347826087,11,4
Ngru_XP_002669896|Histone_H3,140,28.5714285714286,43,7
Ngru_XP_002671980,1917,31.1945748565467,175,56
CON_Trypsin,231,25.1082251082251,22,4
Ngru_XP_002675148,807,3.3457249070632,7,4
Ngru_XP_002676311,374,17.9144385026738,15,4
Ngru_XP_002682034,458,9.38864628820961,11,5
Ngru_XP_002671989,367,1.90735694822888,9,1
Ngru_XP_002681470,140,14.2857142857143,6,2
Ngru_XP_002671196,626,3.19488817891374,9,3
Ngru_XP_002683064,654,1.37614678899083,1,1
Ngru_XP_002680060,660,1.96969696969697,5,1
Ngru_XP_002674748,152,40.1315789473684,9,6
Ngru_XP_002678548,466,6.00858369098712,7,3
Ngru_XP_002681483,948,3.90295358649789,7,3
Ngru_XP_002678190,416,14.9038461538462,20,7
Ngru_XP_002682360,712,4.49438202247191,10,4
Ngru_XP_002672751,126,23.8095238095238,8,2
Ngru_XP_002680414|Histone_H2A,165,33.9393939393939,44,10
Ngru_XP_002676748,219,35.6164383561644,25,10
Ngru_XP_002672394,154,23.3766233766234,12,5
CON_006989001,375,15.4666666666667,16,4
CON_006881004,1490,1.81208053691275,17,4
Ngru_XP_002677696|Histone_H2B,163,66.8711656441718,102,19
Ngru_XP_002675984,110,84.5454545454545,57,11
Ngru_XP_002681863,219,21.9178082191781,9,5
Ngru_XP_002670548,198,53.5353535353535,34,8
Ngru_XP_002674256,152,7.89473684210526,2,1
Ngru_XP_002679406,378,5.29100529100529,12,2
Ngru_XP_002677472,364,21.4285714285714,12,4
CON_008669161,724,1.38121546961326,2,1
Ngru_XP_002679821|Histone_H2A,178,17.4157303370787,24,5
Ngru_XP_002676674,135,26.6666666666667,12,4
CON_006922051,812,1.23152709359606,2,1
CON_002203273,644,30.2795031055901,50,20
Ngru_XP_002677318,377,8.48806366047745,14,3
Ngru_XP_002676280,137,48.9051094890511,29,8
Ngru_XP_002678295,374,20.855614973262,12,4
Ngru_XP_002674541,914,5.0328227571116,6,4
Ngru_XP_002678496,139,28.7769784172662,15,5
Ngru_XP_002678424,201,53.2338308457711,29,12
CON_009065291,378,9.78835978835979,10,3
Ngru_XP_002670993,884,1.92307692307692,2,2
Ngru_XP_002681258,152,7.89473684210526,2,1
Ngru_XP_002676820,1098,0.546448087431694,1,1
Ngru_XP_002683637,1028,4.18287937743191,4,3
Ngru_XP_002675233,152,35.5263157894737,15,5
Ngru_XP_002675786,832,2.88461538461538,2,2
CON_009061821,417,6.47482014388489,5,2
CON_007078572,1463,8.88585099111415,27,11
Ngru_XP_002669958|Histone_H2B,163,66.8711656441718,102,19
Ngru_XP_002682446|Histone_H3,138,67.3913043478261,117,13
Ngru_XP_002672124,374,5.88235294117647,5,2
Ngru_XP_002679793|Histone_H4,103,20.3883495145631,20,3
Ngru_XP_002673048,347,14.985590778098,11,3
Ngru_XP_002670147,152,7.89473684210526,2,1
Ngru_XP_002676383,149,38.255033557047,29,5
Ngru_XP_002681116,182,32.967032967033,14,3
Ngru_XP_002677053,158,45.5696202531646,21,8
Ngru_XP_002673186,152,7.89473684210526,2,1
Ngru_XP_002680454,214,66.3551401869159,45,12
Ngru_XP_002669760,274,29.5620437956204,11,4
Ngru_XP_002682293,163,30.0613496932515,18,6
Ngru_XP_002682723,596,8.55704697986577,15,5
Ngru_XP_002672210|Histone_H4,103,80.5825242718447,108,19
Ngru_XP_002676625,1610,1.18012422360248,2,2
Ngru_XP_002680829,1891,21.1528291909043,72,38
Ngru_XP_002672671,293,30.7167235494881,11,4
Ngru_XP_002680196,260,43.0769230769231,44,12
Ngru_XP_002674213,579,8.80829015544041,39,11
Ngru_XP_002682379,377,35.0132625994695,39,10
Ngru_XP_002677860,633,1.4218009478673,1,1
CON_000193593,623,27.9293739967897,47,15
Ngru_XP_002677665,711,1.40646976090014,1,1
IPI12345678,160,6.875,2,1
Ngru_XP_002680339,152,7.89473684210526,2,1
Ngru_XP_002671620,407,2.94840294840295,2,1
Ngru_XP_002676222,418,3.11004784688995,3,2
Ngru_XP_002678692,98,23.469387755102,9,2
Ngru_XP_002675934,490,5.71428571428571,13,4
Ngru_XP_002681624,2115,0.378250591016548,1,1
Ngru_XP_002682730,3937,0.304800609601219,1,1
CON_006980585,130,12.3076923076923,18,2
Ngru_XP_002671385,926,19.3304535637149,69,27
