Accession,NumberOfAminoAcids,Coverage,PsmCount,PeptideGroupCount
CON_007031101,245,5.71428571428571,2,1
Ttra_AMSG_11976|Histone_H2B,411,27.4939172749392,152,16
Ttra_AMSG_01837,456,5.92105263157895,2,2
CON_IPI007480572,99,10.1010101010101,1,1
CON_007154051,145,17.9310344827586,4,2
CON_007085262,650,4.15384615384615,3,2
Ttra_AMSG_08378,139,85.6115107913669,65,11
CON_007060022,339,5.89970501474926,3,2
Ttra_AMSG_12164|Histone_H3,596,13.758389261745,290,16
CON_007071011,359,13.091922005571,5,3
Ttra_AMSG_11553,249,15.6626506024096,14,5
Ttra_AMSG_11635|Histone_H2A,121,37.1900826446281,72,7
Ttra_AMSG_00867,277,46.9314079422383,26,7
Ttra_AMSG_03796|Histone_H2A,116,49.1379310344828,49,4
Ttra_AMSG_09389,711,1.9690576652602,2,1
CON_007083981,607,9.55518945634267,11,7
Ttra_AMSG_01429,462,24.6753246753247,25,10
CON_007139284,201,12.9353233830846,4,2
Ttra_AMSG_10887,653,16.385911179173,18,4
Ttra_AMSG_11981,849,6.47820965842167,23,4
CON_IPI007458722,609,23.3169129720854,24,15
CON_006222404,707,1.98019801980198,3,1
Ttra_AMSG_06546,670,18.3582089552239,29,8
Ttra_AMSG_01675,325,22.1538461538462,38,6
Ttra_AMSG_02007,58,91.3793103448276,45,6
CON_007164551,145,7.58620689655172,3,1
Ttra_AMSG_08204,434,7.37327188940092,16,4
Ttra_AMSG_03486,252,36.5079365079365,34,6
Ttra_AMSG_05004,379,20.5804749340369,24,7
Ttra_AMSG_11813,1911,52.8519099947671,43,13
Ttra_AMSG_01644,114,57.8947368421053,32,8
Ttra_AMSG_10233,135,6.66666666666667,3,1
Ttra_AMSG_00834|Histone_H2A,446,8.07174887892377,20,3
Ttra_AMSG_09131,317,59.6214511041009,65,14
Ttra_AMSG_06504,774,9.56072351421188,22,8
Ttra_AMSG_05528,1855,0.970350404312669,3,1
Ttra_AMSG_01742,168,25.5952380952381,22,4
CON_006954891,416,4.56730769230769,4,2
CON_007264311,690,76.9565217391304,19,5
CON_007212703,477,10.062893081761,7,5
CON_007069423,249,5.22088353413655,2,1
Ttra_AMSG_07399,500,13.6,27,5
CON_007110311,641,5.92823712948518,5,3
Ttra_AMSG_06968,658,1.67173252279635,2,1
Ttra_AMSG_00422|Histone_H2A,290,2.41379310344828,16,1
CON_008451841,571,1.75131348511384,1,1
CON_Trypsin,231,25.1082251082251,45,4
Ttra_AMSG_07813,936,5.76923076923077,22,6
CON_003007257,564,1.77304964539007,1,1
Ttra_AMSG_01698,572,20.2797202797203,30,11
Ttra_AMSG_00417,245,38.3673469387755,30,10
Ttra_AMSG_10904,626,2.23642172523962,5,1
Ttra_AMSG_03502,140,7.85714285714286,9,2
