Spis_Spis23046_1	Spis23046_1	100.0	151	0	0	1	151	1	151	2.2e-79	292.4
Spis_XP_022780290_1	Spis_XP_022780290_1	100.0	76	0	0	1	76	1	76	3.7e-35	144.4
Spis_XP_022781736_1	Spis_XP_022781736_1	100.0	190	0	0	1	190	1	190	2.0e-98	355.9
Spis_XP_022782074_1	Spis_XP_022782074_1	100.0	126	0	0	1	126	1	126	4.4e-57	218.0
Spis_XP_022782074_1	Spis_XP_022792394_1	100.0	126	0	0	1	126	1	126	4.4e-57	218.0
Spis_XP_022782074_1	Spis_XP_022792395_1	100.0	126	0	0	1	126	1	126	4.4e-57	218.0
Spis_XP_022782074_1	Spis_XP_022796936_1	100.0	126	0	0	1	126	1	126	4.4e-57	218.0
Spis_XP_022782074_1	Spis_XP_022808492_1	100.0	126	0	0	1	126	1	126	4.4e-57	218.0
Spis_XP_022782074_1	Spis_XP_022808493_1	100.0	126	0	0	1	126	1	126	4.4e-57	218.0
Spis_XP_022782075_1	Spis_XP_022782075_1	100.0	103	0	0	1	103	1	103	1.3e-51	199.5
Spis_XP_022782075_1	Spis_XP_022808495_1	100.0	102	0	0	1	102	1	102	6.6e-51	197.2
Spis_XP_022782075_1	Spis_XP_022791544_1	100.0	98	0	0	1	98	1	98	5.2e-48	187.6
Spis_XP_022782075_1	Spis_XP_022792402_1	100.0	98	0	0	1	98	1	98	5.2e-48	187.6
Spis_XP_022782075_1	Spis_XP_022792403_1	100.0	98	0	0	1	98	1	98	5.2e-48	187.6
Spis_XP_022782075_1	Spis_XP_022808494_1	100.0	98	0	0	1	98	1	98	5.2e-48	187.6
Spis_XP_022782075_1	Spis_XP_022792426_1	100.0	92	0	0	12	103	14	105	4.9e-46	181.0
Spis_XP_022782076_1	Spis_XP_022782076_1	100.0	227	0	0	1	227	1	227	9.5e-119	423.7
Spis_XP_022784137_1	Spis_XP_022784137_1	100.0	136	0	0	1	136	1	136	6.0e-68	254.2
Spis_XP_022785167_1	Spis_XP_022785167_1	100.0	78	0	0	1	78	1	78	4.8e-38	154.1
Spis_XP_022788158_1	Spis_XP_022788158_1	100.0	107	0	0	1	107	1	107	7.3e-53	203.8
Spis_XP_022788333_1	Spis_XP_022788333_1	100.0	177	0	0	1	177	1	177	2.0e-76	282.7
Spis_XP_022789872_1	Spis_XP_022789872_1	100.0	418	0	0	1	418	1	418	2.0e-218	755.7
Spis_XP_022790686_1	Spis_XP_022790686_1	100.0	355	0	0	1	355	1	355	2.5e-134	476.1
Spis_XP_022791011_1	Spis_XP_022791011_1	100.0	213	0	0	1	213	1	213	5.7e-81	298.1
Spis_XP_022791544_1	Spis_XP_022791544_1	100.0	228	0	0	1	228	1	228	1.0e-120	430.3
Spis_XP_022791544_1	Spis_XP_022782075_1	100.0	98	0	0	1	98	1	98	2.0e-47	186.8
Spis_XP_022791544_1	Spis_XP_022792426_1	100.0	87	0	0	12	98	14	100	7.3e-42	168.3
Spis_XP_022792230_1	Spis_XP_022792230_1	100.0	167	0	0	1	167	1	167	1.3e-88	323.2
Spis_XP_022792392_1	Spis_XP_022792392_1	100.0	172	0	0	1	172	1	172	2.0e-84	309.3
Spis_XP_022792393_1	Spis_XP_022792393_1	100.0	126	0	0	1	126	1	126	4.4e-57	218.0
Spis_XP_022792394_1	Spis_XP_022782074_1	100.0	126	0	0	1	126	1	126	4.4e-57	218.0
Spis_XP_022792394_1	Spis_XP_022792394_1	100.0	126	0	0	1	126	1	126	4.4e-57	218.0
