Smoe_EFJ10219	Smoe_EFJ12569	100.0	141	0	0	1	141	1	141	1.6e-57	219.5
Smoe_EFJ10219	Smoe_EFJ10219	100.0	141	0	0	1	141	1	141	1.6e-57	219.5
Smoe_EFJ11311	Smoe_EFJ11311	100.0	97	0	0	1	97	1	97	7.7e-48	186.8
Smoe_EFJ11311	Smoe_EFJ11358	100.0	97	0	0	1	97	1	97	7.7e-48	186.8
Smoe_EFJ11891	Smoe_EFJ13396	100.0	136	0	0	1	136	1	136	6.5e-69	257.3
Smoe_EFJ11891	Smoe_EFJ11891	100.0	136	0	0	1	136	1	136	6.5e-69	257.3
Smoe_EFJ11899	Smoe_EFJ13383	100.0	135	0	0	1	135	1	135	2.1e-67	252.3
Smoe_EFJ11899	Smoe_EFJ11899	100.0	135	0	0	1	135	1	135	2.1e-67	252.3
Smoe_EFJ12145	Smoe_EFJ29387	100.0	175	0	0	1	175	1	175	6.2e-96	347.4
Smoe_EFJ12145	Smoe_EFJ12145	100.0	175	0	0	1	175	1	175	6.2e-96	347.4
Smoe_EFJ12470	Smoe_EFJ34123	100.0	145	0	0	1	145	1	145	4.5e-76	281.2
Smoe_EFJ12470	Smoe_EFJ12470	100.0	145	0	0	1	145	1	145	4.5e-76	281.2
Smoe_EFJ13679	Smoe_EFJ29225	100.0	126	0	0	1	126	1	126	5.7e-67	250.8
Smoe_EFJ13679	Smoe_EFJ13679	100.0	126	0	0	1	126	1	126	5.7e-67	250.8
Smoe_EFJ15373	Smoe_EFJ24975	100.0	172	0	0	1	172	1	172	1.5e-94	342.8
Smoe_EFJ15373	Smoe_EFJ15373	100.0	172	0	0	1	172	1	172	1.5e-94	342.8
Smoe_EFJ15939	Smoe_EFJ15939	100.0	96	0	0	1	96	1	96	3.2e-46	181.4
Smoe_EFJ16176	Smoe_EFJ17045	100.0	147	0	0	1	147	1	147	1.0e-75	280.0
Smoe_EFJ16176	Smoe_EFJ16176	100.0	147	0	0	1	147	1	147	1.0e-75	280.0
Smoe_EFJ17220	Smoe_EFJ30954	100.0	148	0	0	1	148	1	148	1.3e-67	253.1
Smoe_EFJ17220	Smoe_EFJ17220	100.0	148	0	0	1	148	1	148	1.3e-67	253.1
Smoe_EFJ17554	Smoe_EFJ17554	100.0	114	0	0	1	114	1	114	3.2e-53	204.9
Smoe_EFJ18083	Smoe_EFJ36634	100.0	132	0	0	1	132	1	132	2.3e-66	248.8
Smoe_EFJ18083	Smoe_EFJ18083	100.0	132	0	0	1	132	1	132	2.3e-66	248.8
Smoe_EFJ18405	Smoe_EFJ33163	100.0	103	0	0	1	103	1	103	9.4e-52	199.9
