Morelo_OAQ25178	Morelo_OAQ25178	100.0	131	0	0	1	131	1	131	5.2e-64	240.0
Morelo_OAQ25417	Morelo_OAQ25417	100.0	257	0	0	1	257	1	257	7.1e-134	473.0
Morelo_OAQ25419	Morelo_OAQ25419	100.0	101	0	0	1	101	1	101	1.1e-50	195.3
Morelo_OAQ25420	Morelo_OAQ34161	100.0	136	0	0	1	136	1	136	4.7e-68	253.4
Morelo_OAQ25420	Morelo_OAQ32717	100.0	136	0	0	1	136	1	136	4.7e-68	253.4
Morelo_OAQ25420	Morelo_OAQ31268	100.0	136	0	0	1	136	1	136	4.7e-68	253.4
Morelo_OAQ25420	Morelo_OAQ26400	100.0	136	0	0	1	136	1	136	4.7e-68	253.4
Morelo_OAQ25420	Morelo_OAQ25420	100.0	136	0	0	1	136	1	136	4.7e-68	253.4
Morelo_OAQ26000	Morelo_OAQ26000	100.0	163	0	0	1	163	1	163	6.1e-73	270.4
Morelo_OAQ26672	Morelo_OAQ26672	100.0	127	0	0	1	127	1	127	1.0e-64	242.3
Morelo_OAQ26895	Morelo_OAQ26895	100.0	143	0	0	1	143	1	143	6.0e-74	273.1
Morelo_OAQ28412	Morelo_OAQ28412	100.0	114	0	0	1	114	1	114	6.7e-60	226.1
Morelo_OAQ29780	Morelo_OAQ29780	100.0	158	0	0	1	158	1	158	9.6e-65	242.7
Morelo_OAQ30307	Morelo_OAQ30307	100.0	114	0	0	1	114	1	114	3.0e-60	227.3
Morelo_OAQ30661	Morelo_OAQ30661	100.0	76	0	0	1	76	1	76	1.2e-36	148.3
Morelo_OAQ31146	Morelo_OAQ31146	100.0	102	0	0	1	102	1	102	4.5e-55	209.9
Morelo_OAQ31267	Morelo_OAQ33817	100.0	103	0	0	1	103	1	103	1.8e-51	198.0
Morelo_OAQ31267	Morelo_OAQ31267	100.0	103	0	0	1	103	1	103	1.8e-51	198.0
Morelo_OAQ31272	Morelo_OAQ31272	100.0	165	0	0	1	165	1	165	2.5e-84	307.8
Morelo_OAQ31273	Morelo_OAQ31273	100.0	133	0	0	1	133	1	133	5.4e-69	256.5
Morelo_OAQ31877	Morelo_OAQ31877	100.0	196	0	0	1	196	1	196	2.3e-108	387.9
Morelo_OAQ33723	Morelo_OAQ33723	100.0	186	0	0	1	186	1	186	1.3e-84	308.9
Morelo_OAQ34140	Morelo_OAQ34140	100.0	165	0	0	1	165	1	165	8.8e-85	309.3
Morelo_OAQ35186	Morelo_OAQ35186	100.0	113	0	0	1	113	1	113	4.1e-57	216.9
Morelo_OAQ35215	Morelo_OAQ35215	100.0	161	0	0	1	161	1	161	3.0e-69	257.7
Morelo_OAQ35734	Morelo_OAQ35734	100.0	193	0	0	1	193	1	193	4.6e-93	337.0
Morelo_OAQ36673	Morelo_OAQ36673	100.0	142	0	0	1	142	1	142	5.4e-75	276.6
