WP_011162677.1 1 64 CBFD_NFYB_HMF
WP_017473344.1 20 84 CBFD_NFYB_HMF
WP_025306846.1 1 64 CBFD_NFYB_HMF
WP_033581588.1 13 89 CENP-T_C
WP_034359626.1 1 82 Histone
WP_038626903.1 26 74 CENP-T_C
WP_039311122.1 16 93 CENP-T_C
WP_039311151.1 1 107 Histone,CBFD_NFYB_HMF
WP_039311726.1 1 136 Histone
WP_041872690.1 1 64 CBFD_NFYB_HMF
WP_064660961.1 45 189 Histone
WP_064670230.1 45 189 Histone
WP_064670237.1 26 103 CENP-T_C
WP_071223928.1 26 103 CENP-T_C
WP_072354057.1 27 103 CENP-T_C
WP_077628651.1 1 69 Histone
WP_079863878.1 1 112 Histone
WP_079864006.1 1 101 Histone
WP_080889534.1 1 91 Histone,CBFD_NFYB_HMF
WP_081114976.1 1 93 Histone,CBFD_NFYB_HMF
WP_081339908.1 113 234 Histone,CBFD_NFYB_HMF
WP_082181589.1 1 137 Histone
WP_082957175.1 16 74 Histone
WP_085741124.1 24 103 CENP-T_C
WP_085741142.1 1 121 Histone,CBFD_NFYB_HMF
WP_088616060.1 1 64 CBFD_NFYB_HMF
WP_089362151.1 15 100 Histone,CBFD_NFYB_HMF
WP_099357436.1 3 78 CENP-T_C
WP_100165103.1 8 112 Histone
WP_100505739.1 1 117 Histone,CBFD_NFYB_HMF
WP_106439286.1 2 146 Histone
WP_106451032.1 2 146 Histone
WP_106630145.1 2 146 Histone
WP_114628717.1 20 61 CBFD_NFYB_HMF
WP_126755822.1 26 103 CENP-T_C,CBFD_NFYB_HMF
WP_126755830.1 2 107 Histone,CBFD_NFYB_HMF
WP_129335217.1 1 60 Histone
WP_130032922.1 1 98 Histone,CBFD_NFYB_HMF
WP_133120031.1 20 164 Histone
WP_133388210.1 1 104 Histone
WP_136714753.1 1 131 Histone
WP_136770549.1 1 138 Histone
WP_136770558.1 12 103 Histone,CBFD_NFYB_HMF
WP_138042290.1 4 98 Histone,CBFD_NFYB_HMF
WP_138042882.1 1 111 Histone,CBFD_NFYB_HMF
WP_138042890.1 25 103 CENP-T_C
WP_138043352.1 1 146 Histone
WP_138043364.1 1 126 Histone
WP_138060552.1 1 111 Histone,CBFD_NFYB_HMF
WP_138061520.1 1 88 Histone,CBFD_NFYB_HMF
WP_138061540.1 4 98 Histone,CBFD_NFYB_HMF
WP_138062952.1 1 109 Histone,CBFD_NFYB_HMF
WP_138069282.1 1 111 Histone,CBFD_NFYB_HMF
WP_138069289.1 1 66 Histone
WP_138133503.1 3 78 Histone
WP_138134876.1 1 109 Histone,CBFD_NFYB_HMF
WP_138142951.1 4 98 Histone,CBFD_NFYB_HMF
WP_138143269.1 1 23 Histone
WP_138150152.1 1 90 Histone
WP_138155090.1 4 98 Histone,CBFD_NFYB_HMF
WP_139122564.1 1 140 Histone
WP_139126731.1 1 122 Histone
WP_139128006.1 17 161 Histone
WP_139160745.1 28 107 Histone
WP_139160747.1 1 129 Histone
WP_139160759.1 22 151 Histone,CBFD_NFYB_HMF
WP_139160855.1 1 116 Histone
WP_139161591.1 26 104 CENP-T_C
WP_139161605.1 1 78 Histone
WP_139161608.1 20 87 Histone
WP_139161623.1 1 108 Histone
WP_139161642.1 1 56 Histone
WP_139161657.1 1 115 Histone
WP_139161671.1 1 70 Histone
WP_139161676.1 32 110 Histone
WP_139161714.1 27 155 Histone,CBFD_NFYB_HMF
WP_139161734.1 1 57 CENP-T_C
WP_139161741.1 21 165 Histone
WP_139161775.1 30 132 Histone,CBFD_NFYB_HMF
WP_139161812.1 1 48 Histone
WP_139161953.1 36 111 CENP-T_C
WP_139161956.1 47 114 Histone
WP_139161962.1 1 83 Histone
WP_139161969.1 1 62 Histone
WP_139161978.1 28 119 Histone,CBFD_NFYB_HMF
WP_139162126.1 1 73 Histone
WP_139162143.1 1 97 Histone,CBFD_NFYB_HMF
WP_139162176.1 1 107 Histone,CBFD_NFYB_HMF
WP_139162451.1 1 106 Histone
WP_139162522.1 5 79 Histone
WP_139162529.1 1 81 Histone
WP_139177289.1 34 95 CBFD_NFYB_HMF
WP_140074098.1 1 135 Histone
WP_140425121.1 1 63 Histone
WP_140837808.1 1 60 Histone
WP_141066550.1 5 76 Histone
WP_141107823.1 1 67 CBFD_NFYB_HMF
WP_141747803.1 1 43 CBFD_NFYB_HMF
WP_142698475.1 1 64 CBFD_NFYB_HMF
WP_142977254.1 13 157 Histone
WP_143045821.1 1 81 Histone
WP_143045991.1 1 71 Histone
WP_143213030.1 1 98 Histone,CBFD_NFYB_HMF
WP_143213038.1 1 106 Histone,CBFD_NFYB_HMF
WP_143213064.1 1 76 Histone,CBFD_NFYB_HMF
WP_143213076.1 1 89 Histone
WP_143213081.1 1 63 Histone
WP_143213082.1 4 103 Histone
WP_143213185.1 1 74 Histone
WP_143213431.1 1 101 Histone,CBFD_NFYB_HMF
WP_143213433.1 13 110 Histone,CBFD_NFYB_HMF
WP_143213437.1 1 65 Histone
WP_143213447.1 46 128 Histone
WP_143213878.1 1 103 Histone,CBFD_NFYB_HMF
WP_143215078.1 3 118 Histone,CBFD_NFYB_HMF
WP_143215096.1 1 82 Histone,CBFD_NFYB_HMF
WP_143215103.1 1 93 Histone
WP_143215110.1 1 57 Histone
WP_143215156.1 22 95 CENP-T_C
WP_143216292.1 3 98 Histone
WP_143217065.1 26 103 CENP-T_C
WP_143217068.1 32 176 Histone
WP_143217081.1 1 74 Histone
WP_143221835.1 1 49 CBFD_NFYB_HMF
WP_143443426.1 1 71 Histone
WP_143458347.1 1 67 Histone
WP_144559678.1 23 90 CBFD_NFYB_HMF
WP_145959396.1 1 99 Histone,CBFD_NFYB_HMF
WP_146067523.1 1 111 Histone
WP_146232044.1 2 60 CENP-T_C
WP_147270001.1 1 103 Histone
WP_147270375.1 1 56 Histone
WP_147284176.1 1 84 Histone,CBFD_NFYB_HMF
WP_147404620.1 1 155 Histone
WP_147499877.1 1 103 Histone
WP_147503248.1 1 47 Histone
WP_147504728.1 25 169 Histone
WP_147504740.1 1 122 Histone,CBFD_NFYB_HMF
WP_147505018.1 4 89 CBFD_NFYB_HMF
WP_147505619.1 1 99 Histone,CBFD_NFYB_HMF
WP_147508834.1 1 77 Histone,CBFD_NFYB_HMF
WP_147509105.1 29 106 CENP-T_C
WP_147509145.1 1 59 Histone
WP_147509732.1 1 80 Histone
WP_147522637.1 1 110 Histone,CBFD_NFYB_HMF
WP_147522660.1 1 141 Histone
WP_148116906.1 97 241 Histone
WP_149487864.1 20 61 CBFD_NFYB_HMF
WP_149785953.1 1 99 Histone,CBFD_NFYB_HMF
WP_150016893.1 1 119 Histone
WP_150016949.1 1 49 CBFD_NFYB_HMF,CENP-T_C
WP_150019764.1 26 103 CENP-T_C
WP_150019817.1 1 101 Histone
WP_150019878.1 4 98 Histone,CBFD_NFYB_HMF
WP_150020502.1 1 131 Histone
WP_150021162.1 4 98 Histone,CBFD_NFYB_HMF
WP_150035629.1 1 50 Histone
WP_150035726.1 1 89 Histone,CBFD_NFYB_HMF
WP_150036670.1 1 84 Histone
WP_150080328.1 1 140 Histone
WP_150080546.1 1 110 Histone,CBFD_NFYB_HMF
WP_150080620.1 32 108 CENP-T_C
WP_150095029.1 1 111 Histone,CBFD_NFYB_HMF
WP_150095121.1 1 57 Histone
WP_150095122.1 1 92 Histone
WP_150282995.1 1 110 Histone,CBFD_NFYB_HMF
WP_150283200.1 26 99 CENP-T_C
WP_150298133.1 1 109 Histone
WP_150298207.1 52 107 CENP-T_C
WP_151462901.1 1 120 Histone
WP_151462911.1 38 134 Histone
WP_151462964.1 24 103 CENP-T_C,CBFD_NFYB_HMF
WP_151462974.1 1 73 Histone
WP_151462976.1 3 90 Histone
WP_151465916.1 24 120 Histone,CBFD_NFYB_HMF
WP_151465950.1 6 150 Histone
WP_151465989.1 34 130 Histone
WP_151466077.1 3 147 Histone
WP_151466095.1 1 134 Histone
WP_151466101.1 26 122 Histone
WP_151489082.1 1 66 Histone
WP_151489085.1 35 114 CENP-T_C,CBFD_NFYB_HMF
WP_152927911.1 1 101 Histone,CBFD_NFYB_HMF
WP_152928673.1 5 149 Histone
WP_152929092.1 1 54 Histone
WP_152930403.1 1 115 Histone
WP_152932083.1 10 154 Histone
WP_152932417.1 1 74 CBFD_NFYB_HMF,Histone
WP_152932554.1 11 101 Histone,CBFD_NFYB_HMF
WP_152952118.1 1 128 Histone
WP_152952182.1 1 49 Histone
WP_153193703.1 1 83 Histone
WP_153594875.1 1 96 Histone
WP_154295057.1 35 103 CENP-T_C
WP_154642783.1 47 139 Histone,CBFD_NFYB_HMF
WP_154643808.1 13 96 CBFD_NFYB_HMF
WP_154643966.1 1 94 Histone,CBFD_NFYB_HMF
WP_154818378.1 8 79 Histone
WP_154818384.1 7 90 Histone
WP_154970967.1 1 108 Histone,CBFD_NFYB_HMF
WP_154970969.1 1 136 Histone
WP_154970971.1 27 106 CENP-T_C
WP_155117780.1 1 105 Histone,CBFD_NFYB_HMF
WP_155117782.1 34 110 CENP-T_C
WP_155117803.1 1 60 Histone
WP_155383984.1 21 115 Histone,CBFD_NFYB_HMF
WP_155383991.1 1 144 Histone
WP_155384006.1 1 98 Histone
