Acetylation	Acetylase	Acetyltransf_1	0	none
Acetylation	Acetylase	GNAT_acetyltr_2	0	none
Acetylation	Acetylase	Hat1_N	0	none
Acetylation	Acetylase	KAT11	0	none
Acetylation	Acetylase	MOZ_SAS	1	none
Acetylation	Deacetylase	Hist_deacetyl	1	none
Acetylation	Deacetylase	SIR2	1	none
Methylation	Methylase	DOT1	0	none
Methylation	Methylase	SET	1	none
Methylation	Methylase	SWIRM	0	none
Methylation	Demethylase	Cupin_4	1	Cupin_4,Cupin_8
Methylation	Demethylase	Cupin_8	0	Cupin_4,Cupin_8
Methylation	Demethylase	JmjC	1	none
Methylation	Demethylase	HIF-1	0	none
Histones	Histones	Histone	0	none
Histones	Histones	CBFD_NFYB_HMF	0	none
Chaperones	Chaperones	ASF1_hist_chap	0	none
Chaperones	Chaperones	CAF1A	0	none
Chaperones	Chaperones	CHZ	0	none
Chaperones	Chaperones	Daxx	0	none
Chaperones	Chaperones	Hira	0	none
Chaperones	Chaperones	HJURP_mid	0	none
Chaperones	Chaperones	NAP	0	none
Chaperones	Chaperones	Rtt106	0	none
Chaperones	Chaperones	SPT16	0	none
Chaperones	Chaperones	SSrecog	0	none
Chaperones	Chaperones	zf-CCHH	0	none
Reader_domains	Reader_domains	ADD_ATRX	0	none
Reader_domains	Reader_domains	ADD_DNMT3	0	none
Reader_domains	Reader_domains	BAH	0	none
Reader_domains	Reader_domains	BIR	0	none
Reader_domains	Reader_domains	Bromodomain	0	none
Reader_domains	Reader_domains	Chromo	0	none
Reader_domains	Reader_domains	ING	0	none
Reader_domains	Reader_domains	MBT	0	none
Reader_domains	Reader_domains	MRG	0	none
Reader_domains	Reader_domains	PHD	0	none
Reader_domains	Reader_domains	PHD_2	0	none
Reader_domains	Reader_domains	PHD_3	0	none
Reader_domains	Reader_domains	PHD_4	0	none
Reader_domains	Reader_domains	PWWP	0	none
Reader_domains	Reader_domains	SAWADEE	0	none
Reader_domains	Reader_domains	TTD	0	none
Reader_domains	Reader_domains	TUDOR	0	none
Reader_domains	Reader_domains	zf-CW	0	none
Remodeller	Remodeller	SNF2_N	1	none
