Transcript	start_cds	end_cds	start_pep	end_pep	NumReads
Adig_XM_015891991.1	0	315	0	105	4.945652174
Adig_XM_015891991.1	346	690	115	230	4.432624113
Adig_XM_015892002.1	0	666	0	222	22.37027265
Adig_XM_015892042.1	29	312	9	104	1.222222222
Adig_XM_015892043.1	15	144	5	48	1.25
Adig_XM_015892043.1	386	645	128	215	2.034482759
Adig_XM_015892044.1	29	280	9	93	1.25
Adig_XM_015892044.1	286	514	95	171	1.625
Adig_XM_015892044.1	548	649	182	216	1
Adig_XM_015893377.1	0	369	0	123	43.29495549
Adig_XM_015893382.1	0	312	0	104	2.310344828
Adig_XM_015902336.1	96	211	32	70	1.333333333
Adig_XM_015902336.1	245	346	81	115	1
Adig_XM_015914371.1	15	366	5	122	2.235294118
Adig_XM_015914372.1	29	312	9	104	1.222222222
Adig_XM_015914750.1	0	669	0	223	46.67671614
Adig_XM_015919982.1	0	312	0	104	504.9905601
Adig_XM_015920269.1	0	372	0	124	45.91525424
