Transcript	start_cds	end_cds	start_pep	end_pep	NumReads
Skow_XM_002731192.2	10	200	3	66	3.769230769
Skow_XM_002733369.2	34	411	11	137	10.98507463
Skow_XM_002737574.2	147	395	49	131	4.826086957
Skow_XM_002737574.2	630	794	210	264	46.49462366
Skow_XM_002737574.2	811	945	270	315	25
Skow_XM_002737809.2	107	241	35	80	3.272727273
Skow_XM_002738037.1	17	411	5	137	9.24
Skow_XM_002738042.2	401	520	133	173	3.333333333
Skow_XM_002738042.2	574	960	191	320	8.408163265
Skow_XM_002738043.2	34	224	11	74	10.27027027
Skow_XM_002738043.2	237	409	79	136	5.263157895
Skow_XM_002738157.1	88	259	29	86	3.769230769
Skow_XM_002740649.2	78	200	26	66	3.769230769
Skow_XM_002741780.2	187	287	62	95	1
Skow_XM_006820236.1	17	179	5	59	5.294117647
Skow_XM_006820236.1	297	411	99	137	3.769230769
Skow_XM_006820239.1	72	238	24	79	26.90769231
Skow_XM_006820239.1	309	550	103	183	22.90789474
Skow_XM_006825735.1	21	220	7	73	6.76
Skow_XM_006825735.1	505	652	168	217	3.333333333
Skow_XM_006825735.1	664	876	221	292	9.485714286
