Transcript	Length	EffectiveLength	TPM	NumReads	Sample	Gene
Symmic_OLQ11293	1404	1162.854	8.575867	158.291	SRR3337493	Symmic_Smic4872
Symmic_OLQ11293	1404	1153.801	12.028422	142.502	SRR3337494	Symmic_Smic4872
Symmic_OLQ11293	1404	1145.850	10.870816	123.094	SRR3337495	Symmic_Smic4872
Symmic_OLQ11293	1404	1164.941	7.835703	126.659	SRR3337496	Symmic_Smic4872
Symmic_OLQ11293	1404	1151.226	14.056892	166.000	SRR3337497	Symmic_Smic4872
Symmic_OLQ11293	1404	1156.629	11.986233	116.693	SRR3337498	Symmic_Smic4872
Symmic_OLQ11293	1404	1151.640	9.498187	121.000	SRR3337500	Symmic_Smic4872
Symmic_OLQ11293	1404	1158.913	10.710960	97.000	SRR3337501	Symmic_Smic4872
Symmic_OLQ11293	1404	1156.767	12.012360	115.021	SRR3337502	Symmic_Smic4872
Symmic_OLQ11293	1404	1188.646	7.110683	30.000	SRR3337503	Symmic_Smic4872
Symmic_OLQ11293	1404	1152.401	11.104823	120.475	SRR3337504	Symmic_Smic4872
Symmic_OLQ11293	1404	1140.276	13.954425	178.041	SRR3337505	Symmic_Smic4872
Symmic_OLQ11293	1404	1152.643	11.952583	78.000	SRR7123380	Symmic_Smic4872
Symmic_OLQ11293	1404	1151.240	13.442415	66.987	SRR7123381	Symmic_Smic4872
Symmic_OLQ11293	1404	1145.989	12.847617	60.000	SRR7123382	Symmic_Smic4872
Symmic_OLQ11293	1404	1145.925	9.902233	97.000	SRR7123383	Symmic_Smic4872
Symmic_OLQ11293	1404	1151.185	11.670048	74.000	SRR7123384	Symmic_Smic4872
Symmic_OLQ11293	1404	1145.130	12.018679	99.074	SRR7123385	Symmic_Smic4872
Symmic_OLQ11293	1404	1155.222	13.617621	79.000	SRR7123386	Symmic_Smic4872
Symmic_OLQ11293	1404	1150.930	12.392086	76.000	SRR7123387	Symmic_Smic4872
Symmic_OLQ11293	1404	1156.439	11.639364	148.000	SRR7123388	Symmic_Smic4872
