Transcript	start_cds	end_cds	start_pep	end_pep	NumReads
Spur_NM_214547.1	0	411	0	137	16.05703422
Spur_NM_214550.1	0	312	0	104	17.73170732
Spur_NM_214551.1	0	312	0	104	18.1993383
Spur_XM_001175485.4	0	312	0	104	1684.222512
Spur_XM_001177624.3	0	312	0	104	21.87587169
Spur_XM_001178441.4	0	312	0	104	1375.701486
Spur_XM_003724413.3	0	411	0	137	15.12419974
Spur_XM_003725387.3	0	411	0	137	21.77855641
Spur_XM_011665506.2	0	312	0	104	1673.649091
Spur_XM_011670119.2	0	411	0	137	1405.172821
Spur_XM_011679854.2	0	411	0	137	18.40080564
Spur_XM_011681224.2	0	312	0	104	10.93064313
Spur_XM_030975829.1	0	411	0	137	14.35221421
Spur_XM_030982514.1	0	1098	0	366	1271.71484
Spur_XM_030984939.1	9	861	3	287	42.85510381
Spur_XM_030986826.1	0	312	0	104	712.9947469
Spur_XM_030987508.1	0	411	0	137	15.81690141
Spur_XM_030987519.1	0	312	0	104	6.230582524
Spur_XM_786159.5	0	411	0	137	1053.111475
Spur_XM_786308.5	0	411	0	137	3398.049303
