Spur_NM_214542.1	1
Spur_NM_214547.1	1
Spur_NM_214550.1	1
Spur_NM_214551.1	1
Spur_XM_001175485.4	1
Spur_XM_001177624.3	1
Spur_XM_001178441.4	1
Spur_XM_003724413.3	1
Spur_XM_003725387.3	1
Spur_XM_011665506.2	1
Spur_XM_011670119.2	3
Spur_XM_011679854.2	1
Spur_XM_011681224.2	1
Spur_XM_030974468.1	3
Spur_XM_030975829.1	1
Spur_XM_030981513.1	1
Spur_XM_030981515.1	1
Spur_XM_030981573.1	1
Spur_XM_030981579.1	1
Spur_XM_030982514.1	3
Spur_XM_030982729.1	1
Spur_XM_030984939.1	2
Spur_XM_030986826.1	2
Spur_XM_030987508.1	1
Spur_XM_030987519.1	1
Spur_XM_786159.5	4
Spur_XM_786308.5	3
